"s_no","Company","TypeName","Inches","resolution_width","resolution_height","resolution_category","PPI","is_touch_screen","cpu_brand","cpu_name","cpu_speed","cpu_series","cpu_tier","Ram(Gb)","memory_type","primary_storage","secondary_storage","gpu_brand","gpu_name","OpSys","Weight(kg)","Price","price_segment"
1046,"HP","Notebook",14.0,1920,1080,"Full HD",157,0,"Intel"," Core i5 6200U ",2.3,"Core i5","Performance",8,"SSD",256,0,"Intel"," HD Graphics 520","windows",1.43,78268.0,"upper_mid_range"
1047,"MSI","Gaming",17.3,1920,1080,"Full HD",127,0,"Intel"," Core i7 6820HK ",2.7,"Core i7","Elite",16,"Hybrid",256,1024,"Nvidia"," GeForce GTX 980M","windows",3.78,82352.0,"premium"
1048,"Lenovo","Gaming",17.3,1920,1080,"Full HD",127,0,"Intel"," Core i7 6700HQ ",2.6,"Core i7","Elite",16,"Hybrid",128,1024,"Nvidia"," GeForce GTX 980M","windows",4.6,122011.0,"premium"
1049,"Asus","Netbook",11.6,1366,768,"HD",135,0,"Intel"," Celeron Dual Core N3060 ",1.6,"Celeron","Essential",4,"Flash storage",16,0,"Intel"," HD Graphics 400","other",1.2,15339.0,"budget"
1050,"Lenovo","Notebook",14.0,2560,1440,"2K",210,0,"Intel"," Core i7 6600U ",2.6,"Core i7","Elite",16,"SSD",256,0,"Intel"," HD Graphics 520","windows",1.1,139594.0,"premium"
1051,"HP","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 7500U ",2.7,"Core i7","Elite",8,"HDD",1024,0,"Nvidia"," GeForce 940MX","windows",1.91,52161.0,"upper_mid_range"
1052,"Dell","2 in 1 Convertible",15.6,1920,1080,"Full HD",141,1,"Intel"," Core i5 7200U ",2.7,"Core i5","Performance",8,"SSD",256,0,"Intel"," HD Graphics 620","windows",2.3,58288.0,"upper_mid_range"
1053,"HP","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",4,"SSD",256,0,"Intel"," HD Graphics 620","windows",2.04,52161.0,"upper_mid_range"
1054,"Dell","Ultrabook",13.3,3200,1800,"4K",276,1,"Intel"," Core i7 7500U ",2.7,"Core i7","Elite",16,"SSD",1024,0,"Intel"," HD Graphics 620","windows",1.2,120093.0,"premium"
1055,"HP","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i3 6100U ",2.3,"Core i3","Standard",4,"HDD",500,0,"Intel"," HD Graphics 520","windows",2.31,37570.0,"mid_range"
1056,"HP","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",4,"HDD",500,0,"Intel"," HD Graphics 620","no OS",1.96,26587.0,"budget"
1057,"Acer","Notebook",15.6,1366,768,"HD",100,0,"AMD"," A8-Series 7410 ",2.2,"A8","Standard",8,"HDD",1024,0,"AMD"," Radeon R5","windows",2.4,23923.0,"budget"
1058,"Dell","2 in 1 Convertible",13.3,1920,1080,"Full HD",166,1,"Intel"," Core i7 7500U ",2.7,"Core i7","Elite",12,"SSD",256,0,"Intel"," HD Graphics 620","windows",1.6,69211.0,"upper_mid_range"
1059,"MSI","Gaming",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 6700HQ ",2.6,"Core i7","Elite",16,"Hybrid",256,1024,"Nvidia"," GeForce GTX 1060","windows",2.94,96916.0,"premium"
1061,"Asus","Gaming",17.3,1920,1080,"Full HD",127,0,"Intel"," Core i7 6700HQ ",2.6,"Core i7","Elite",16,"HDD",1024,0,"Nvidia"," GeForce GTX 965M","no OS",4.0,53173.0,"upper_mid_range"
1062,"Dell","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",4,"HDD",1024,0,"Intel"," HD Graphics","windows",2.25,29784.0,"budget"
1063,"Dell","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 7500U ",2.7,"Core i7","Elite",16,"HDD",2048,0,"AMD"," Radeon R7 M445","windows",2.32,52747.0,"upper_mid_range"
1064,"MSI","Gaming",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 6700HQ ",2.6,"Core i7","Elite",16,"Hybrid",256,1024,"Nvidia"," GeForce GTX 1060","windows",1.8,102777.0,"premium"
1065,"Dell","Ultrabook",13.3,1920,1080,"Full HD",166,0,"Intel"," Core i7 7500U ",2.7,"Core i7","Elite",8,"SSD",256,0,"Intel"," HD Graphics 620","windows",1.29,77682.0,"upper_mid_range"
1066,"Asus","Gaming",17.3,1920,1080,"Full HD",127,0,"Intel"," Core i7 6820HK ",2.7,"Core i7","Elite",64,"SSD",1024,0,"Nvidia"," GeForce GTX 980 ","windows",3.58,211788.0,"ultra_premium"
1067,"Dell","2 in 1 Convertible",13.3,1920,1080,"Full HD",166,1,"Intel"," Core i7 6500U ",2.5,"Core i7","Elite",8,"SSD",256,0,"Intel"," HD Graphics 520","windows",1.62,42518.0,"mid_range"
1068,"Dell","Gaming",15.6,3840,2160,"4K",282,0,"Intel"," Core i7 6700HQ ",2.6,"Core i7","Elite",16,"Hybrid",256,1024,"Nvidia"," GeForce GTX 970M","windows",3.21,70809.0,"upper_mid_range"
1069,"Apple","Ultrabook",12.0,2304,1440,"2K",226,0,"Intel"," Core M ",1.1,"Other","Uncategorized",8,"Flash storage",256,0,"Intel"," HD Graphics 515","macos",0.92,69264.0,"upper_mid_range"
1070,"Dell","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i3 6100U ",2.3,"Core i3","Standard",4,"HDD",500,0,"Intel"," HD Graphics 520","windows",2.06,25680.0,"budget"
1071,"HP","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i5 6200U ",2.3,"Core i5","Performance",4,"HDD",500,0,"Intel"," HD Graphics 520","windows",2.31,63883.0,"upper_mid_range"
1072,"HP","Ultrabook",12.5,1920,1080,"Full HD",176,0,"Intel"," Core i5 6200U ",2.3,"Core i5","Performance",8,"SSD",256,0,"Intel"," HD Graphics 520","windows",1.26,63883.0,"upper_mid_range"
1073,"HP","Notebook",13.3,1920,1080,"Full HD",166,0,"Intel"," Core i7 7500U ",2.7,"Core i7","Elite",8,"SSD",256,0,"Intel"," HD Graphics 620","windows",1.49,58075.0,"upper_mid_range"
1074,"Lenovo","Ultrabook",12.5,1920,1080,"Full HD",176,1,"Intel"," Core i7 6500U ",2.5,"Core i7","Elite",8,"SSD",256,0,"Intel"," HD Graphics 520","windows",1.3,91295.0,"premium"
1075,"Lenovo","Notebook",17.3,1600,900,"HD",106,0,"Intel"," Core i5 6200U ",2.3,"Core i5","Performance",8,"HDD",1024,0,"AMD"," Radeon R5 M330","windows",3.0,35112.0,"mid_range"
1076,"Lenovo","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i5 6300HQ ",2.3,"Core i5","Performance",4,"HDD",1024,0,"Nvidia"," GeForce GTX 950M","windows",2.3,52055.0,"upper_mid_range"
1077,"MSI","Gaming",17.3,1920,1080,"Full HD",127,0,"Intel"," Core i7 7700HQ ",2.8,"Core i7","Elite",16,"Hybrid",256,1024,"Nvidia"," GeForce GTX 1070","windows",3.78,133147.0,"premium"
1078,"Lenovo","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i5 6200U ",2.3,"Core i5","Performance",4,"HDD",500,0,"Intel"," HD Graphics 520","windows",2.1,28771.0,"budget"
1079,"HP","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i5 6200U ",2.3,"Core i5","Performance",4,"HDD",500,0,"Intel"," HD Graphics 520","windows",2.31,50083.0,"mid_range"
1080,"Lenovo","Ultrabook",12.5,2560,1440,"2K",235,1,"Intel"," Core M 6Y75 ",1.2,"Other","Uncategorized",8,"SSD",512,0,"Intel"," HD Graphics 515","windows",0.99,74539.0,"upper_mid_range"
1081,"Lenovo","Gaming",17.3,1920,1080,"Full HD",127,0,"Intel"," Core i7 6820HK ",2.7,"Core i7","Elite",32,"Hybrid",512,1024,"Nvidia"," GeForce GTX 980M","windows",4.6,172627.0,"ultra_premium"
1082,"Lenovo","2 in 1 Convertible",10.1,1920,1200,"Full HD",224,1,"Intel"," Atom x5-Z8550 ",1.44,"Atom","Essential",4,"Flash storage",64,0,"Intel"," HD Graphics 400","windows",0.69,34433.0,"mid_range"
1083,"HP","Ultrabook",13.3,3840,2160,"4K",331,0,"Intel"," Core i7 7500U ",2.7,"Core i7","Elite",16,"SSD",512,0,"Intel"," HD Graphics 620","windows",1.3,109171.0,"premium"
1084,"Dell","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",8,"SSD",256,0,"Intel"," HD Graphics 620","windows",2.18,39960.0,"mid_range"
1085,"HP","Notebook",14.0,1920,1080,"Full HD",157,0,"Intel"," Core i5 6200U ",2.3,"Core i5","Performance",4,"HDD",500,0,"Intel"," HD Graphics 520","windows",1.54,54931.0,"upper_mid_range"
1086,"HP","Workstation",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 6500U ",2.5,"Core i7","Elite",8,"SSD",256,0,"AMD"," FirePro W4190M","windows",1.9,79654.0,"upper_mid_range"
1087,"Lenovo","Notebook",14.0,1920,1080,"Full HD",157,0,"Intel"," Core i5 6200U ",2.3,"Core i5","Performance",8,"SSD",180,0,"Intel"," HD Graphics 520","windows",1.7,63883.0,"upper_mid_range"
1088,"HP","Notebook",13.3,3200,1800,"4K",276,0,"Intel"," Pentium Dual Core 4405Y ",1.5,"Pentium","Standard",4,"Flash storage",32,0,"Intel"," HD Graphics 515","other",1.29,32767.0,"mid_range"
1089,"Acer","Notebook",15.6,1366,768,"HD",100,0,"AMD"," A8-Series 7410 ",2.2,"A8","Standard",4,"HDD",500,0,"AMD"," Radeon R5","windows",2.4,20619.0,"budget"
1090,"Dell","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Pentium Quad Core N3700 ",1.6,"Pentium","Standard",4,"HDD",500,0,"Intel"," HD Graphics","linux",2.2,20965.0,"budget"
1091,"HP","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i3 6006U ",2.0,"Core i3","Standard",4,"HDD",1024,0,"Intel"," HD Graphics 520","no OS",1.86,18434.0,"budget"
1092,"Asus","Gaming",17.3,1920,1080,"Full HD",127,0,"Intel"," Core i7 7700HQ ",2.8,"Core i7","Elite",8,"Hybrid",256,1024,"Nvidia"," GeForce GTX 1060","windows",2.7,85195.0,"premium"
1093,"Dell","Ultrabook",13.3,1920,1080,"Full HD",166,0,"Intel"," Core i5 8250U ",1.6,"Core i5","Performance",4,"SSD",256,0,"AMD"," Radeon 530","windows",1.4,43602.0,"mid_range"
1094,"HP","Netbook",12.5,1366,768,"HD",125,0,"Intel"," Core i5 6200U ",2.3,"Core i5","Performance",4,"SSD",128,0,"Intel"," HD Graphics 520","windows",2.4,85195.0,"premium"
1095,"Acer","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",8,"Hybrid",256,1024,"Nvidia"," GeForce GTX 950M","windows",2.4,42571.0,"mid_range"
1096,"Dell","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",8,"HDD",1024,0,"AMD"," Radeon R7 M445","windows",2.36,34035.0,"mid_range"
1097,"MSI","Gaming",17.3,1920,1080,"Full HD",127,0,"Intel"," Core i7 6700HQ ",2.6,"Core i7","Elite",8,"SSD",256,0,"Nvidia"," GeForce GTX 965M","windows",2.6,85195.0,"premium"
1098,"HP","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Pentium Quad Core N3710 ",1.6,"Pentium","Standard",4,"HDD",1024,0,"Intel"," HD Graphics 405","windows",1.96,26640.0,"budget"
1099,"Asus","Gaming",17.3,1920,1080,"Full HD",127,0,"Intel"," Core i7 6700HQ ",2.6,"Core i7","Elite",16,"Hybrid",128,1024,"Nvidia"," GeForce GTX 980M","windows",4.3,122491.0,"premium"
1100,"Dell","Ultrabook",12.5,1366,768,"HD",125,0,"Intel"," Core i3 6100U ",2.3,"Core i3","Standard",4,"HDD",500,0,"Intel"," HD Graphics 520","windows",1.5,60481.0,"upper_mid_range"
1101,"Dell","Ultrabook",12.5,1366,768,"HD",125,0,"Intel"," Core i3 6100U ",2.3,"Core i3","Standard",4,"SSD",128,0,"Intel"," HD Graphics 520","windows",1.5,62176.0,"upper_mid_range"
1102,"Acer","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Celeron Dual Core 3205U ",1.5,"Celeron","Essential",4,"SSD",16,0,"Intel"," HD Graphics","other",2.2,11136.0,"budget"
1103,"HP","Workstation",17.3,1920,1080,"Full HD",127,0,"Intel"," Core i7 6700HQ ",2.6,"Core i7","Elite",8,"HDD",1024,0,"AMD"," FirePro W6150M","windows",3.0,154459.0,"ultra_premium"
1104,"Lenovo","Gaming",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 7700HQ ",2.8,"Core i7","Elite",16,"SSD",512,0,"Nvidia"," GeForce GTX 1050 Ti","windows",2.4,63883.0,"upper_mid_range"
1105,"Dell","Ultrabook",12.5,1366,768,"HD",125,0,"Intel"," Core i5 6200U ",2.3,"Core i5","Performance",8,"SSD",256,0,"Intel"," HD Graphics 520","windows",1.5,75290.0,"upper_mid_range"
1106,"MSI","Gaming",17.3,1920,1080,"Full HD",127,0,"Intel"," Core i7 6700HQ ",2.6,"Core i7","Elite",8,"Hybrid",128,1024,"Nvidia"," GeForce GTX 960M","windows",2.9,80516.0,"premium"
1107,"Lenovo","2 in 1 Convertible",15.6,1920,1080,"Full HD",141,1,"Intel"," Core i5 6200U ",2.3,"Core i5","Performance",4,"SSD",256,0,"Intel"," HD Graphics 520","windows",2.1,46194.0,"mid_range"
1108,"HP","Notebook",15.6,1920,1080,"Full HD",141,0,"AMD"," A6-Series 9220 ",2.5,"A6","Standard",4,"HDD",1024,0,"AMD"," Radeon R4","windows",2.1,21205.0,"budget"
1109,"Asus","Gaming",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 6700HQ ",2.6,"Core i7","Elite",16,"Hybrid",128,1024,"Nvidia"," GeForce GTX 960M","windows",2.59,71342.0,"upper_mid_range"
1110,"HP","Notebook",13.3,3200,1800,"4K",276,1,"Intel"," Core M 6Y54 ",1.1,"Other","Uncategorized",8,"SSD",256,0,"Intel"," HD Graphics 515","windows",1.16,90523.0,"premium"
1111,"Dell","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i5 6200U ",2.3,"Core i5","Performance",4,"HDD",500,0,"AMD"," Radeon R5 M315","windows",2.24,40980.0,"mid_range"
1112,"Lenovo","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i3 6006U ",2.0,"Core i3","Standard",4,"SSD",128,0,"Intel"," HD Graphics 520","windows",2.1,22857.0,"budget"
1113,"HP","Ultrabook",13.3,1920,1080,"Full HD",166,0,"Intel"," Core i7 6500U ",2.5,"Core i7","Elite",8,"SSD",512,0,"Intel"," HD Graphics 520","windows",1.16,104908.0,"premium"
1114,"Lenovo","2 in 1 Convertible",10.1,1920,1200,"Full HD",224,1,"Intel"," Atom x5-Z8550 ",1.44,"Atom","Essential",4,"Flash storage",64,0,"Intel"," HD Graphics 400","other",0.69,29251.0,"budget"
1115,"Dell","Ultrabook",13.3,1920,1080,"Full HD",166,0,"Intel"," Core i7 7560U ",2.4,"Core i7","Elite",8,"SSD",256,0,"Intel"," Iris Plus Graphics 640","windows",1.23,73473.0,"upper_mid_range"
1116,"Lenovo","Gaming",17.3,1920,1080,"Full HD",127,0,"Intel"," Core i7 6820HK ",2.7,"Core i7","Elite",16,"Hybrid",256,1024,"Nvidia"," GeForce GTX 980M","windows",4.6,146519.0,"premium"
1117,"Razer","Ultrabook",12.5,3840,2160,"4K",352,1,"Intel"," Core i7 6500U ",2.5,"Core i7","Elite",8,"SSD",256,0,"Intel"," HD Graphics 520","windows",1.25,54825.0,"upper_mid_range"
1118,"Toshiba","Ultrabook",13.3,1920,1080,"Full HD",166,0,"Intel"," Core i7 7500U ",2.7,"Core i7","Elite",16,"SSD",512,0,"Intel"," HD Graphics 620","windows",1.05,118601.0,"premium"
1119,"Asus","Gaming",17.3,1920,1080,"Full HD",127,0,"Intel"," Core i7 6700HQ ",2.6,"Core i7","Elite",8,"Hybrid",128,1024,"Nvidia"," GeForce GTX 960M","windows",3.52,69929.0,"upper_mid_range"
1120,"Vero","Notebook",13.3,1920,1080,"Full HD",166,0,"Intel"," Atom X5-Z8350 ",1.44,"Atom","Essential",4,"Flash storage",32,0,"Intel"," HD Graphics 400","windows",1.35,10443.0,"budget"
1121,"HP","Notebook",13.3,1920,1080,"Full HD",166,0,"Intel"," Core i5 6200U ",2.3,"Core i5","Performance",8,"SSD",256,0,"Intel"," HD Graphics 520","windows",1.16,90043.0,"premium"
1122,"HP","Notebook",14.0,1920,1080,"Full HD",157,0,"Intel"," Core i5 6200U ",2.3,"Core i5","Performance",8,"SSD",256,0,"Intel"," HD Graphics 520","windows",1.43,80613.0,"premium"
1123,"Dell","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i5 6200U ",2.3,"Core i5","Performance",4,"HDD",500,0,"Intel"," HD Graphics 520","linux",2.09,27899.0,"budget"
1124,"Asus","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i3 7100U ",2.4,"Core i3","Standard",4,"HDD",1024,0,"Intel"," HD Graphics 620","windows",2.0,23177.0,"budget"
1125,"Lenovo","2 in 1 Convertible",14.0,1920,1080,"Full HD",157,1,"Intel"," Core i7 6500U ",2.5,"Core i7","Elite",8,"SSD",256,0,"Intel"," HD Graphics 520","windows",1.8,88924.0,"premium"
1126,"Lenovo","2 in 1 Convertible",10.1,1920,1200,"Full HD",224,1,"Intel"," Atom x5-Z8550 ",1.44,"Atom","Essential",4,"Flash storage",64,0,"Intel"," HD Graphics 400","windows",0.69,25521.0,"budget"
1127,"HP","Ultrabook",12.5,1366,768,"HD",125,0,"Intel"," Core i5 6300U ",2.4,"Core i5","Performance",8,"SSD",256,0,"Intel"," HD Graphics 520","windows",1.26,100966.0,"premium"
1128,"Lenovo","Gaming",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i5 7300HQ ",2.5,"Core i5","Performance",8,"Hybrid",128,1024,"Nvidia"," GeForce GTX 1060","no OS",2.4,52694.0,"upper_mid_range"
1129,"HP","Gaming",17.3,1920,1080,"Full HD",127,0,"Intel"," Core i5 6300HQ ",2.3,"Core i5","Performance",8,"Hybrid",128,1024,"Nvidia"," GeForce GTX 1060","windows",3.35,60153.0,"upper_mid_range"
1130,"HP","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i7 7500U ",2.7,"Core i7","Elite",8,"HDD",2048,0,"Intel"," HD Graphics 620","windows",2.04,33513.0,"mid_range"
1131,"Lenovo","2 in 1 Convertible",14.0,1920,1080,"Full HD",157,1,"Intel"," Core i7 6600U ",2.6,"Core i7","Elite",8,"SSD",512,0,"Nvidia"," Quadro M500M","windows",1.8,109244.0,"premium"
1132,"Asus","Notebook",14.0,1366,768,"HD",112,0,"Intel"," Celeron Dual Core N3350 ",1.1,"Celeron","Essential",4,"Flash storage",32,0,"Intel"," HD Graphics 500","windows",1.5,14812.0,"budget"
1133,"HP","Ultrabook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 7500U ",2.7,"Core i7","Elite",8,"SSD",256,0,"Intel"," HD Graphics 620","windows",1.84,40067.0,"mid_range"
1134,"Acer","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",4,"HDD",1024,0,"Nvidia"," GeForce 940MX","windows",2.23,32820.0,"mid_range"
1135,"Lenovo","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 6500U ",2.5,"Core i7","Elite",16,"Hybrid",1024,0,"AMD"," Radeon R7 M360","windows",2.5,58555.0,"upper_mid_range"
1136,"HP","Workstation",17.3,1920,1080,"Full HD",127,0,"Intel"," Core i7 6700HQ ",2.6,"Core i7","Elite",8,"SSD",256,0,"Nvidia"," Quadro M3000M","windows",3.0,210424.0,"ultra_premium"
1137,"Dell","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",8,"HDD",1024,0,"AMD"," Radeon R7 M445","windows",2.5,41772.0,"mid_range"
1138,"MSI","Gaming",17.3,1920,1080,"Full HD",127,0,"Intel"," Core i7 6820HQ ",2.7,"Core i7","Elite",16,"Hybrid",256,1024,"Nvidia"," GeForce GTX 980M","windows",3.78,127819.0,"premium"
1139,"HP","Ultrabook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 6500U ",2.5,"Core i7","Elite",8,"SSD",256,0,"Intel"," HD Graphics 520","windows",1.88,115709.0,"premium"
1140,"Lenovo","2 in 1 Convertible",14.0,2560,1440,"2K",210,1,"Intel"," Core i7 6600U ",2.6,"Core i7","Elite",16,"SSD",512,0,"Intel"," HD Graphics 520","windows",2.8,130003.0,"premium"
1141,"MSI","Gaming",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 7700HQ ",2.8,"Core i7","Elite",8,"Hybrid",128,1024,"Nvidia"," GeForce GTX 1050","windows",2.4,60888.0,"upper_mid_range"
1142,"HP","2 in 1 Convertible",13.3,1920,1080,"Full HD",166,1,"Intel"," Core i5 6300U ",2.4,"Core i5","Performance",8,"SSD",256,0,"Intel"," HD Graphics 520","windows",1.48,86793.0,"premium"
1143,"HP","Workstation",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 6700HQ ",2.6,"Core i7","Elite",8,"SSD",256,0,"Nvidia"," Quadro M1000M","windows",2.59,118761.0,"premium"
1144,"HP","2 in 1 Convertible",13.3,2560,1440,"2K",221,1,"Intel"," Core i7 6600U ",2.6,"Core i7","Elite",8,"SSD",256,0,"Intel"," HD Graphics 520","windows",1.48,95851.0,"premium"
1145,"HP","Workstation",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 6700HQ ",2.6,"Core i7","Elite",8,"SSD",256,0,"Nvidia"," Quadro M1000M","windows",2.0,101179.0,"premium"
1146,"HP","Ultrabook",12.5,1920,1080,"Full HD",176,0,"Intel"," Core i7 6500U ",2.5,"Core i7","Elite",8,"SSD",256,0,"Intel"," HD Graphics 520","windows",1.26,122381.0,"premium"
1147,"Dell","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 7500U ",2.7,"Core i7","Elite",8,"SSD",256,0,"Nvidia"," GeForce 940MX","windows",2.18,53807.0,"upper_mid_range"
1148,"HP","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i5 6200U ",2.3,"Core i5","Performance",8,"SSD",256,0,"Intel"," HD Graphics 520","windows",1.88,84129.0,"premium"
1149,"Lenovo","2 in 1 Convertible",14.0,2560,1440,"2K",210,1,"Intel"," Core i7 6500U ",2.5,"Core i7","Elite",8,"SSD",256,0,"Intel"," HD Graphics 520","windows",1.27,124622.0,"premium"
1150,"Lenovo","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i3 6006U ",2.0,"Core i3","Standard",4,"HDD",1024,0,"Intel"," HD Graphics 520","no OS",1.9,18062.0,"budget"
1151,"HP","Notebook",15.6,1366,768,"HD",100,0,"AMD"," E-Series 7110 ",1.8,"E-Series","Essential",4,"HDD",500,0,"AMD"," Radeon R2 Graphics","windows",1.86,15824.0,"budget"
1152,"Lenovo","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i5 6200U ",2.3,"Core i5","Performance",8,"HDD",1024,0,"AMD"," Radeon R5 M330","no OS",2.32,31915.0,"budget"
1153,"Dell","Gaming",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 7700HQ ",2.8,"Core i7","Elite",8,"HDD",1024,0,"Nvidia"," GeForce GTX 1050Ti","windows",2.62,63883.0,"upper_mid_range"
1154,"Dell","Notebook",15.6,3840,2160,"4K",282,1,"Intel"," Core i5 6300HQ ",2.3,"Core i5","Performance",8,"SSD",256,0,"Nvidia"," GeForce 960M","windows",2.04,119916.0,"premium"
1155,"HP","Notebook",15.6,1920,1080,"Full HD",141,0,"AMD"," A6-Series A6-9220 ",2.5,"A6","Standard",4,"SSD",256,0,"AMD"," Radeon 520","windows",1.91,25515.0,"budget"
1156,"MSI","Gaming",17.3,1920,1080,"Full HD",127,0,"Intel"," Core i7 7700HQ ",2.8,"Core i7","Elite",16,"Hybrid",256,1024,"Nvidia"," GeForce GTX 1050 Ti","windows",2.7,79536.0,"upper_mid_range"
1157,"Lenovo","Ultrabook",14.0,1920,1080,"Full HD",157,0,"Intel"," Core i7 6600U ",2.6,"Core i7","Elite",12,"SSD",512,0,"Intel"," HD Graphics 520","windows",1.4,122491.0,"premium"
1158,"Lenovo","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i5 6200U ",2.3,"Core i5","Performance",8,"Hybrid",1024,0,"AMD"," Radeon R5 M330","windows",2.5,42011.0,"mid_range"
1159,"HP","2 in 1 Convertible",13.3,2560,1440,"2K",221,1,"Intel"," Core i7 6600U ",2.6,"Core i7","Elite",8,"SSD",512,0,"Intel"," HD Graphics 520","windows",1.48,108744.0,"premium"
1160,"Lenovo","Ultrabook",14.0,1920,1080,"Full HD",157,0,"Intel"," Core i7 6600U ",2.6,"Core i7","Elite",8,"SSD",256,0,"Intel"," HD Graphics 520","windows",1.7,79867.0,"upper_mid_range"
1161,"MSI","Gaming",14.0,1920,1080,"Full HD",157,0,"Intel"," Core i7 6700HQ ",2.6,"Core i7","Elite",16,"Hybrid",256,1024,"Nvidia"," GeForce GTX 970M","windows",1.7,94252.0,"premium"
1162,"HP","Gaming",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 7700HQ ",2.8,"Core i7","Elite",8,"HDD",1024,0,"Nvidia"," GeForce GTX 1050","windows",2.62,47899.0,"mid_range"
1163,"Lenovo","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i3 6006U ",2.0,"Core i3","Standard",8,"HDD",1024,0,"Intel"," HD Graphics 520","windows",2.2,24456.0,"budget"
1164,"HP","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i5 6200U ",2.3,"Core i5","Performance",4,"HDD",500,0,"Intel"," HD Graphics 520","no OS",2.1,25414.0,"budget"
1165,"Dell","Gaming",15.6,3840,2160,"4K",282,0,"Intel"," Core i7 7700HQ ",2.8,"Core i7","Elite",8,"Hybrid",128,1024,"Nvidia"," GeForce GTX 1050 Ti","windows",2.62,79813.0,"upper_mid_range"
1166,"Lenovo","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",8,"SSD",256,0,"Intel"," HD Graphics 620","windows",1.95,74059.0,"upper_mid_range"
1167,"Lenovo","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i3 6006U ",2.0,"Core i3","Standard",4,"HDD",1024,0,"Nvidia"," GeForce 920MX ","windows",2.2,24935.0,"budget"
1168,"HP","Notebook",14.0,1366,768,"HD",112,0,"Intel"," Celeron Dual Core N3060 ",1.6,"Celeron","Essential",2,"Flash storage",32,0,"Intel"," HD Graphics 400","windows",1.44,13267.0,"budget"
1169,"MSI","Gaming",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 7500U ",2.7,"Core i7","Elite",8,"HDD",1024,0,"Nvidia"," GeForce GTX 1050","windows",2.2,44702.0,"mid_range"
1170,"HP","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 6500U ",2.5,"Core i7","Elite",8,"SSD",256,0,"Intel"," HD Graphics 520","windows",1.96,36177.0,"mid_range"
